ticker,company_name,regulation,person_name,person_category,type_of_security_prior,no_of_security_prior,pct_shareholding_prior,type_of_security_acquired,no_of_securities_acquired,value_of_securities_acquired,transaction_type,type_of_security_post,no_of_security_post,pct_post,date_of_allotment_acquisition_from,date_of_allotment_acquisition_to,date_of_intimation_to_company,mode_of_acquisition,derivative_type_security,derivative_contract_specification,notional_value_buy,units_contract_lot_size_buy,notional_value_sell,units_contract_lot_size_sell,exchange,remark,broadcast_date_and_time,xbrl_link
INTELLECT,Intellect Design Arena Limited,7(2),Venkatesh Iyengar Srinivasan,Other,Equity Shares,43500,0.03,Equity Shares,1000,1114940,Sell,Equity Shares,42500,0.03,12-Mar-2024,12-Mar-2024,13-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,14-Mar-2024 10:10,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162026_1067526_14032024101049_WEB.xml
INTELLECT,Intellect Design Arena Limited,7(2),Padmini Sharathkumar,-,Equity Shares,40075,0.03,Equity Shares,4125,4718750,Sell,Equity Shares,35950,0.03,13-Mar-2024,13-Mar-2024,13-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,14-Mar-2024 10:01,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162024_1067521_14032024100103_WEB.xml
SONATSOFTW,Sonata Software Limited,7(2),Hemant Kumar Bhardwaj,-,Equity Shares,25000,0.01,Equity Shares,5204,4282892,Pledge,Equity Shares,25000,0.01,07-Mar-2024,07-Mar-2024,11-Mar-2024,Pledge Creation,-,-,-,-,-,-,NSE,-,13-Mar-2024 22:23,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162022_1067505_13032024102319_WEB.xml
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? ESOP Plan 2026 A/c,Other,Equity Shares,9609539,0.39,Equity Shares,20152,16222683,Sell,Equity Shares,9589387,0.39,06-Mar-2024,06-Mar-2024,11-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 22:04,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162020_1067502_13032024100438_WEB.xml
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,9589387,0.39,Equity Shares,122,98212,Sell,Equity Shares,9589265,0.39,06-Mar-2024,06-Mar-2024,11-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 22:04,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162020_1067502_13032024100438_WEB.xml
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,9589265,0.39,Equity Shares,13720,13720,Sell,Equity Shares,9575545,0.39,06-Mar-2024,06-Mar-2024,11-Mar-2024,Off Market,-,-,-,-,-,-,NA,-,13-Mar-2024 22:04,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162020_1067502_13032024100438_WEB.xml
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c,Other,Equity Shares,9575545,0.39,Equity Shares,40368,33470930,Sell,Equity Shares,9535177,0.39,07-Mar-2024,07-Mar-2024,12-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 22:04,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162020_1067502_13032024100438_WEB.xml
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,9535177,0.39,Equity Shares,136,112878,Sell,Equity Shares,9535041,0.39,07-Mar-2024,07-Mar-2024,12-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 22:04,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162020_1067502_13032024100438_WEB.xml
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,9535041,0.39,Equity Shares,6035,6035,Sell,Equity Shares,9529006,0.39,07-Mar-2024,07-Mar-2024,12-Mar-2024,Off Market,-,-,-,-,-,-,NA,-,13-Mar-2024 22:04,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162020_1067502_13032024100438_WEB.xml
SYRMA,Syrma Sgs Technology Limited,7(2),SYRMA SGS EMPLOYEE WELFARE TRUST,Employees/Designated Employees,Equity Shares,97500,0.05,Equity Shares,50000,25000000,Buy,Equity Shares,147500,0.08,12-Mar-2024,12-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 20:19,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162018_1067494_13032024081947_WEB.xml
SYRMA,Syrma Sgs Technology Limited,7(2),SYRMA SGS EMPLOYEE WELFARE TRUST,Employees/Designated Employees,Equity Shares,147500,0.08,Equity Shares,10000,4841100,Buy,Equity Shares,157500,0.09,13-Mar-2024,13-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 20:19,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162018_1067494_13032024081947_WEB.xml
SHOPERSTOP,Shoppers Stop Limited,7(2),CHIRAGH OBEROI,Employees/Designated Employees,Equity Shares,3575,0,Equity Shares,3575,2806375,Sell,Equity Shares,Nil,0,11-Mar-2024,11-Mar-2024,12-Mar-2024,Market Sale,-,-,-,-,-,-,BSE,-,13-Mar-2024 19:52,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162016_1067480_13032024075233_WEB.xml
SHOPERSTOP,Shoppers Stop Limited,7(2),Karunakaran Mohanasundaram,Key Managerial Personnel,Equity Shares,47724,0.04,Equity Shares,2787,2149613,Sell,Equity Shares,44937,0.04,12-Mar-2024,12-Mar-2024,13-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 19:52,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162016_1067480_13032024075233_WEB.xml
SDBL,Som Distilleries & Breweries Limited,7(2),JAGDISH KUMAR ARORA,Promoters,Equity Shares,15878157,20.36,Equity Shares,20000,4612704,Buy,Equity Shares,15898157,20.38,13-Mar-2024,13-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 19:52,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162015_1067478_13032024075202_WEB.xml
NINSYS,Nintec Systems Limited,7(2),RACHANA GEMAWAT,Promoters,Equity Shares,2552500,13.14,Equity Shares,175,80137,Buy,Equity Shares,2552675,13.14,13-Mar-2024,13-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 19:45,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162012_1067472_13032024074516_WEB.xml
NINSYS,Nintec Systems Limited,7(2),RACHANA GEMAWAT,Promoters,Equity Shares,2551500,13.14,Equity Shares,1000,471792,Buy,Equity Shares,2552500,13.14,13-Mar-2024,13-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,BSE,-,13-Mar-2024 19:45,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162012_1067472_13032024074516_WEB.xml
NINSYS,Nintec Systems Limited,7(2),Niraj Gemawat,Promoters,Equity Shares,3379658,18.19,Equity Shares,1651,699195,Buy,Equity Shares,3381309,18.2,13-Mar-2024,13-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 19:45,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162012_1067472_13032024074516_WEB.xml
NINSYS,Nintec Systems Limited,7(2),Niraj Gemawat,Promoters,Equity Shares,3378658,18.19,Equity Shares,1000,470263,Buy,Equity Shares,3379658,18.19,13-Mar-2024,13-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,BSE,-,13-Mar-2024 19:45,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162012_1067472_13032024074516_WEB.xml
M&M,Mahindra & Mahindra Limited,7(2),Mr. Shriprakash Shukla,Employees/Designated Employees,Equity Shares,100955,0.01,Equity Shares,2961,5606117,Sell,Equity Shares,97994,0.01,12-Mar-2024,12-Mar-2024,13-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 19:42,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162011_1067470_13032024074213_WEB.xml
UDS,Updater Services Limited,7(2),RAGHUNANDANA TANGIRALA,Promoters,Equity Shares,15831259,23.65,Equity Shares,2520,797202,Buy,Equity Shares,15833779,23.65,12-Mar-2024,12-Mar-2024,12-Mar-2024,Market Purchase,-,-,-,-,-,-,BSE,-,13-Mar-2024 19:34,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162009_1067464_13032024073456_WEB.xml
UDS,Updater Services Limited,7(2),RAGHUNANDANA TANGIRALA,Promoters,Equity Shares,15833779,23.65,Equity Shares,15400,4884418,Buy,Equity Shares,15849179,23.67,12-Mar-2024,12-Mar-2024,12-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 19:34,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162009_1067464_13032024073456_WEB.xml
NLCINDIA,NLC India Limited,7(2),"The President of India acting through and represented by the Ministry of Coal, Government of India",Promoters,Equity Shares,1098221224,79.2,Equity Shares,97064562,20577687144,Sell,Equity Shares,1001156662,72.2,07-Mar-2024,11-Mar-2024,13-Mar-2024,Others,-,-,-,-,-,-,"BSE,NSE",-,13-Mar-2024 19:32,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162005_1067458_13032024073202_WEB.xml
IMPAL,India Motor Parts and Accessories Limited,7(2),Rajesh Rasiklal Doshi,Immediate relative,Equity Shares,3072,0.02,Equity Shares,2880,0,Buy,Equity Shares,5952,0.05,12-Mar-2024,12-Mar-2024,13-Mar-2024,Others,-,-,-,-,-,-,NA,-,13-Mar-2024 19:25,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162003_1067445_13032024072537_WEB.xml
IMPAL,India Motor Parts and Accessories Limited,7(2),Rasesh Rasiklal Doshi,Director,Equity Shares,15864,0.13,Equity Shares,2880,0,Buy,Equity Shares,18744,0.15,12-Mar-2024,12-Mar-2024,13-Mar-2024,Others,-,-,-,-,-,-,NA,-,13-Mar-2024 19:25,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162003_1067445_13032024072537_WEB.xml
NAUKRI,Info Edge (India) Limited,7(2),Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,263707,0.2,Equity Shares,2273,22730,Sell,Equity Shares,261434,0.2,11-Mar-2024,11-Mar-2024,13-Mar-2024,ESOP,-,-,-,-,-,-,NA,-,13-Mar-2024 19:01,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162001_1067410_13032024070125_WEB.xml
NAUKRI,Info Edge (India) Limited,7(2),Ramneek Thukral,Employees/Designated Employees,Equity Shares,80,0,Equity Shares,80,412000,Sell,Equity Shares,Nil,0,11-Mar-2024,11-Mar-2024,11-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 19:01,https://nsearchives.nseindia.com/corporate/xbrl/IT_1162001_1067410_13032024070125_WEB.xml
NCLIND,NCL Industries Limited,7(2),KALIDINDI RAVI,Director,Equity Shares,2459403,5.44,Equity Shares,5720,1112483,Buy,Equity Shares,2465123,5.45,12-Mar-2024,12-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 18:47,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161999_1067396_13032024064729_WEB.xml
INDUSINDBK,Indusind Bank Limited,7(2),CARL DSOUZA,Employees/Designated Employees,Equity Shares,3400,0,Equity Shares,3000,4680990,Sell,Equity Shares,400,0,07-Mar-2024,07-Mar-2024,11-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 18:46,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161998_1067394_13032024064627_WEB.xml
INDUSINDBK,Indusind Bank Limited,7(2),ARUN KHURANA,Employees/Designated Employees,Equity Shares,193790,0.03,Equity Shares,5000,7810000,Sell,Equity Shares,188790,0.03,11-Mar-2024,11-Mar-2024,11-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 18:46,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161998_1067394_13032024064627_WEB.xml
INDUSINDBK,Indusind Bank Limited,7(2),SRINIVAS BONAM,Employees/Designated Employees,Equity Shares,14435,0,Equity Shares,2000,3083780,Sell,Equity Shares,12435,0,11-Mar-2024,11-Mar-2024,13-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 18:46,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161998_1067394_13032024064627_WEB.xml
LTIM,LTIMindtree Limited,7(2),Arvind Ankalikar,Employees/Designated Employees,Equity Shares,63000,0.02,Equity Shares,700,3591000,Sell,Equity Shares,62300,0.02,11-Mar-2024,11-Mar-2024,12-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 18:45,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161996_1067391_13032024064537_WEB.xml
LTIM,LTIMindtree Limited,7(2),Manoj Shikarkhane,Immediate relative,Equity Shares,6000,0,Equity Shares,1500,7762500,Sell,Equity Shares,4500,0,12-Mar-2024,12-Mar-2024,12-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 18:45,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161996_1067391_13032024064537_WEB.xml
LTIM,LTIMindtree Limited,7(2),Vinit Ajit Teredesai,Employees/Designated Employees,Equity Shares,6174,0,Equity Shares,1067,5466508,Sell,Equity Shares,5107,0,11-Mar-2024,11-Mar-2024,12-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 18:45,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161996_1067391_13032024064537_WEB.xml
LTIM,LTIMindtree Limited,7(2),Vinit Ajit Teredesai,Employees/Designated Employees,Equity Shares,3674,0,Equity Shares,2500,2500,Buy,Equity Shares,6174,0,11-Mar-2024,11-Mar-2024,12-Mar-2024,ESOP,-,-,-,-,-,-,NA,-,13-Mar-2024 18:45,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161996_1067391_13032024064537_WEB.xml
LTIM,LTIMindtree Limited,7(2),Arvind Ankalikar,Employees/Designated Employees,Equity Shares,62300,0.02,Equity Shares,800,4172000,Sell,Equity Shares,61500,0.02,12-Mar-2024,12-Mar-2024,13-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 18:45,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161996_1067391_13032024064537_WEB.xml
PAISALO,Paisalo Digital Limited,7(2),EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,Equity Shares,62057941,13.82,Equity Shares,57000,7991400,Pledge Revoke,Equity Shares,62057941,13.82,12-Mar-2024,12-Mar-2024,13-Mar-2024,Revokation of Pledge,-,-,-,-,-,-,NA,-,13-Mar-2024 18:40,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161994_1067387_13032024064044_WEB.xml
PAISALO,Paisalo Digital Limited,7(2),PRI CAF PRIVATE LIMITED,Promoter Group,Equity Shares,12024200,2.68,Equity Shares,57000,7991400,Pledge Revoke,Equity Shares,12024200,2.68,12-Mar-2024,12-Mar-2024,13-Mar-2024,Revokation of Pledge,-,-,-,-,-,-,NA,-,13-Mar-2024 18:40,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161994_1067387_13032024064044_WEB.xml
PAISALO,Paisalo Digital Limited,7(2),PRO FITCCH PRIVATE LIMITED,Promoter Group,Equity Shares,11160610,2.49,Equity Shares,57000,7991400,Pledge Revoke,Equity Shares,11160610,2.49,12-Mar-2024,12-Mar-2024,13-Mar-2024,Revokation of Pledge,-,-,-,-,-,-,NA,-,13-Mar-2024 18:40,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161994_1067387_13032024064044_WEB.xml
LTTS,L&T Technology Services Limited,7(2),RAMKUMAR V,Employees/Designated Employees,Equity Shares,11000,0.01,Equity Shares,200,1056400,Sell,Equity Shares,10800,0.01,11-Mar-2024,11-Mar-2024,11-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 18:30,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161990_1067380_13032024063038_WEB.xml
MAANALU,Maan Aluminium Limited,7(2),Ashish Rajesh Jain,-,Equity Shares,294408,0.54,Equity Shares,49568,7745352,Sell,Equity Shares,244840,0.45,11-Mar-2024,12-Mar-2024,13-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 18:27,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161988_1067375_13032024062709_WEB.xml
MAANALU,Maan Aluminium Limited,7(2),RAVINDER NATH JAIN,-,Equity Shares,22016832,40.7,Equity Shares,1000000,152550000,Sell,Equity Shares,21016832,38.85,12-Mar-2024,12-Mar-2024,13-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 18:27,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161988_1067375_13032024062709_WEB.xml
MASTEK,Mastek Limited,7(2),Hiren Ramesh Shah,Other,Equity Shares,49032,0.16,Equity Shares,3950,431500,Buy,Equity Shares,52982,0.17,10-Mar-2024,10-Mar-2024,11-Mar-2024,ESOP,-,-,-,-,-,-,NA,-,13-Mar-2024 18:15,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161986_1067360_13032024061513_WEB.xml
NCLIND,NCL Industries Limited,7(2),P N Raju,Director,Equity Shares,1060010,2.34,Equity Shares,50000,9308000,Sell,Equity Shares,1010010,2.23,13-Mar-2024,13-Mar-2024,13-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 18:07,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161984_1067350_13032024060753_WEB.xml
ZOTA,Zota Health Care LImited,7(2),PRIYANKA VIREN ZOTA,Immediate relative,Equity Shares,172306,0.67,Equity Shares,2181,1137626,Sell,Equity Shares,170125,0.66,23-Feb-2024,07-Mar-2024,11-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 17:48,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161982_1067327_13032024054833_WEB.xml
BHARATWIRE,Bharat Wire Ropes Limited,7(2),Gyanshankar E-Trading LLP,Promoter Group,Equity Shares,Nil,0,Equity Shares,3000,915000,Buy,Equity Shares,3000,0.01,06-Mar-2024,06-Mar-2024,11-Mar-2024,Market Purchase,-,-,-,-,-,-,BSE,-,13-Mar-2024 17:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161980_1067305_13032024052812_WEB.xml
BHARATWIRE,Bharat Wire Ropes Limited,7(2),Gyanshankar E-Trading LLP,Promoter Group,Equity Shares,3000,0.01,Equity Shares,75000,22456856,Buy,Equity Shares,78000,0.11,06-Mar-2024,11-Mar-2024,11-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 17:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161980_1067305_13032024052812_WEB.xml
BHARATWIRE,Bharat Wire Ropes Limited,7(2),Gyanshankar E-Trading LLP,Promoter Group,Equity Shares,78000,0.11,Equity Shares,1243,359262,Buy,Equity Shares,79243,0.12,12-Mar-2024,12-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,BSE,-,13-Mar-2024 17:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161980_1067305_13032024052812_WEB.xml
BHARATWIRE,Bharat Wire Ropes Limited,7(2),Gyanshankar E-Trading LLP,Promoter Group,Equity Shares,79243,0.12,Equity Shares,61757,17626175,Buy,Equity Shares,141000,0.21,12-Mar-2024,12-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 17:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161980_1067305_13032024052812_WEB.xml
BHARATWIRE,Bharat Wire Ropes Limited,7(2),Gyanshankar Investment & Trading Co. Pvt. Ltd.,Promoter Group,Equity Shares,21373124,31.41,Equity Shares,1100,335500,Buy,Equity Shares,21374224,31.41,06-Mar-2024,06-Mar-2024,11-Mar-2024,Market Purchase,-,-,-,-,-,-,BSE,-,13-Mar-2024 17:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161980_1067305_13032024052812_WEB.xml
BHARATWIRE,Bharat Wire Ropes Limited,7(2),Gyanshankar Investment & Trading Co. Pvt. Ltd.,Promoters,Equity Shares,21374224,31.41,Equity Shares,93201,28092949,Buy,Equity Shares,21467425,31.55,06-Mar-2024,11-Mar-2024,11-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 17:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161980_1067305_13032024052812_WEB.xml
BHARATWIRE,Bharat Wire Ropes Limited,7(2),Gyanshankar Investment & Trading Co. Pvt. Ltd.,Promoters,Equity Shares,21467425,31.55,Equity Shares,67500,19050166,Buy,Equity Shares,21534925,31.65,12-Mar-2024,12-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 17:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161980_1067305_13032024052812_WEB.xml
BHARATWIRE,Bharat Wire Ropes Limited,7(2),Murarilal Mittal,Promoters,Equity Shares,1263637,1.86,Equity Shares,11100,3324200,Buy,Equity Shares,1274737,1.87,06-Mar-2024,06-Mar-2024,11-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 17:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161980_1067305_13032024052812_WEB.xml
BHARATWIRE,Bharat Wire Ropes Limited,7(2),Murarilal Mittal,Promoters,Equity Shares,1274737,1.87,Equity Shares,20000,5609000,Buy,Equity Shares,1294737,1.9,12-Mar-2024,12-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 17:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161980_1067305_13032024052812_WEB.xml
KPIGREEN,KPI Green Energy Limited,7(2),SHANKER BAHERIA,Director,Equity Shares,Nil,0,Equity Shares,225,381211,Buy,Equity Shares,225,0,06-Mar-2024,07-Mar-2024,11-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 17:25,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161978_1067298_13032024052548_WEB.xml
KPIGREEN,KPI Green Energy Limited,7(2),SHANKER BAHERIA,Director,Equity Shares,225,0,Equity Shares,120,207380,Buy,Equity Shares,345,0,11-Mar-2024,12-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 17:25,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161978_1067298_13032024052548_WEB.xml
MANAPPURAM,Manappuram Finance Limited,7(2),SUBHADRA MANOMOHANAN,Other,Equity Shares,296790,0,Equity Shares,100000,17036034,Sell,Equity Shares,196790,0,12-Mar-2024,12-Mar-2024,12-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,13-Mar-2024 17:13,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161977_1067288_13032024051357_WEB.xml
NAHARPOLY,Nahar Poly Films Limited,7(2),NAHAR SPINNING MILLS LIMITED,Promoter Group,Equity Shares,4477706,18.21,Equity Shares,5000,986958,Buy,Equity Shares,4482706,18.23,11-Mar-2024,11-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,"BSE,NSE",-,13-Mar-2024 17:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161976_1067286_13032024051233_WEB.xml
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Sanjay Kulshreshtha,Employees/Designated Employees,Equity Shares,1422,0,Equity Shares,450,4500,Buy,Equity Shares,1872,0,11-Mar-2024,12-Mar-2024,13-Mar-2024,ESOP,-,-,-,-,-,-,NA,-,13-Mar-2024 17:08,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161974_1067279_13032024050836_WEB.xml
GOKULAGRO,Gokul Agro Resources Limited,7(2),Ritika Infracon Private Limited,Promoter Group,Equity Shares,140000,0.09,Equity Shares,268000,28195347,Buy,Equity Shares,408000,0.28,12-Mar-2024,12-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 17:00,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161971_1067263_13032024050022_WEB.xml
GOKULAGRO,Gokul Agro Resources Limited,7(2),Ritika Infracon Private Limited,Promoter Group,Equity Shares,85000,0.06,Equity Shares,55000,5912500,Buy,Equity Shares,140000,0.09,11-Mar-2024,11-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 17:00,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161971_1067263_13032024050022_WEB.xml
SUKHJITS,Sukhjit Starch & Chemicals Limited,7(2),INDER KRISHAN SARDANA,Promoters,Equity Shares,272766,1.75,Equity Shares,2650,1177157,Buy,Equity Shares,275416,1.76,13-Mar-2024,13-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 16:58,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161970_1067260_13032024045855_WEB.xml
SUKHJITS,Sukhjit Starch & Chemicals Limited,7(2),KULDIP KRISHAN SARDANA,Promoters,Equity Shares,357763,2.29,Equity Shares,2650,1187490,Buy,Equity Shares,360413,2.31,12-Mar-2024,13-Mar-2024,13-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 16:58,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161970_1067260_13032024045855_WEB.xml
RAMKY,Ramky Infrastructure Limited,7(2),Mr. Satyanarayan Rao Nimmala,Other,Equity Shares,31200,0.04,Equity Shares,1000,500000,Buy,Equity Shares,32200,0.04,11-Mar-2024,11-Mar-2024,12-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,13-Mar-2024 16:58,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161969_1067258_13032024045811_WEB.xml
MIRCELECTR,MIRC Electronics Limited,7(2),Marissa Mansukhani,Promoter Group,Equity Shares,Nil,0,Equity Shares,13000000,287430000,Buy,Equity Shares,13000000,5.63,11-Mar-2024,11-Mar-2024,13-Mar-2024,Inter-se-Transfer,-,-,-,-,-,-,BSE,-,13-Mar-2024 16:53,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161964_1067251_13032024045317_WEB.xml
MIRCELECTR,MIRC Electronics Limited,7(2),Vijay Mansukhani,Promoters,Equity Shares,26335774,11.4,Equity Shares,13000000,287040000,Sell,Equity Shares,13335774,5.77,11-Mar-2024,11-Mar-2024,13-Mar-2024,Inter-se-Transfer,-,-,-,-,-,-,BSE,-,13-Mar-2024 16:53,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161964_1067251_13032024045317_WEB.xml
MIRCELECTR,MIRC Electronics Limited,7(2),Mr. Vijay Mansukhani,Promoters,Equity Shares,26335774,11.4,Equity Shares,13000000,287040000,Sell,Equity Shares,13335774,5.77,11-Mar-2024,11-Mar-2024,13-Mar-2024,Inter-se-Transfer,-,-,-,-,-,-,BSE,-,13-Mar-2024 16:53,https://nsearchives.nseindia.com/corporate/xbrl/IT_1161964_1067251_13032024045317_WEB.xml
